setting,subset,n,difference,explained_menref,explained_womenref,unexplained_menref,unexplained_womenref,explained_flip,unexplained_flip,any_flip,error,n_estimators
trees 25,Random 50% #2,1714,0.0038708396744524,0.0063012408925526,0.0045742822962232,-0.0024304012181002,-0.0007034426217708,False,False,False,,25
trees 25,Random 50% #3,1714,0.0221853388658367,0.0100173106207866,0.0082733038227958,0.0121680282450501,0.0139120350430409,False,False,False,,25
trees 25,Random 50% #4,1714,0.0209444740819774,0.0109274530465484,0.0075244143516381,0.0100170210354289,0.0134200597303393,False,False,False,,25
trees 25,Random 50% #5,1714,0.025145147627017,0.0107191947013199,0.0109343321233107,0.0144259529256971,0.0142108155037063,False,False,False,,25
trees 25,Random 50% #6,1714,-0.0032358828377694,0.0065317657983565,0.0096184220669362,-0.009767648636126,-0.0128543049047057,False,False,False,,25
trees 25,Random 50% #7,1714,0.0203886964648963,0.0095186601643868,0.0167805474963223,0.0108700363005095,0.0036081489685739,False,False,False,,25
trees 25,Random 50% #8,1714,-0.0080211409064465,0.0117008891159868,0.0113030320486645,-0.0197220300224333,-0.0193241729551111,False,False,False,,25
trees 25,Random 50% #9,1714,-0.0018808498325041,0.0083455301222925,0.014434213680049,-0.0102263799547967,-0.0163150635125532,False,False,False,,25
trees 25,Random 50% #10,1714,0.0032849222618878,0.007979561049455,0.0063150661440686,-0.0046946387875671,-0.0030301438821807,False,False,False,,25
trees 25,Random 50% #11,1714,0.0064028840624585,0.0095172174503642,0.0118677072260287,-0.0031143333879057,-0.0054648231635702,False,False,False,,25
trees 25,Random 50% #12,1714,-0.0033234372422892,0.0123326466512964,0.0055548204608911,-0.0156560838935857,-0.0088782577031804,False,False,False,,25
trees 25,Random 50% #13,1714,0.0032517955657333,0.0099664547461299,0.0110924634686727,-0.0067146591803966,-0.0078406679029393,False,False,False,,25
